#====================================================================
#
#var gq = {};
#load manzil1,7.js + manzil2,3,4.js + manzil5,6.js
#word for word translation:
#var str = ''; for (var ct = 0; ct < 4; ct++) { gq[['MANZIL1','MANZIL234','MANZIL56','MANZIL7'][ct]].slice(1).forEach(function (it) { str += it.replace(/⚓/gm, '\t').replace(/★/gm, '\r\n').replace(/.*\t(.*)\t.*\r\n/gm, '$1|').slice(0, -1) + '\r\n'; }); } console.log(str);
#load suras from tanzil.net quran-data.js QuranData.Sura
#morphological data:
#var s = 1, a = 0, w, str = ''; for (var ct = 0; ct < 4; ct++) { gq[['MANZIL1','MANZIL234','MANZIL56','MANZIL7'][ct]].slice(1).forEach(function (it) { w = 1; if (a >= suras[s][1]) { s++; a = 1; } else { a++; } str += it.replace(/⚓/gm, '\t').replace(/★/gm, '\r\n').replace(/(.*\t).*\t(.*?)\|(.*\r\n)/gm, function (m, c1, c2, c3) { return '(' + s + ':' + a + ':' + w++ + ')\t' + c1 + c2 + '\t' + c3; }); }); } console.log(str);
#
#====================================================================

LOCATION	FORM	TAG	FEATURES
(2:259:13)	ha`*ihi	 DEM	LEM:ha`*aA|FS
(2:259:14)	{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(2:259:15)	baEoda	 T	LEM:baEod|ROOT:bEd|ACC
(2:259:16)	mawotihaA	 N	LEM:mawot|ROOT:mwt|M|GEN
(2:259:17)	fa>amaAtahu	 V	PERF|(IV)|LEM:>amaAta|ROOT:mwt|3MS
(2:259:18)	{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(2:259:19)	miA@}apa	 N	LEM:miA}ap|ROOT:mAy|F|ACC
(2:259:20)	EaAmK	 N	LEM:EaAm|ROOT:Ewm|M|INDEF|GEN
(2:259:21)	vum~a	 CONJ	LEM:vum~
(2:259:22)	baEavahu,	 V	PERF|LEM:baEava|ROOT:bEv|3MS
(2:259:23)	qaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:259:24)	kamo	 INTG	LEM:kam
(2:259:25)	labivota	 V	PERF|LEM:labiva|ROOT:lbv|2MS
(2:259:26)	qaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:259:27)	labivotu	 V	PERF|LEM:labiva|ROOT:lbv|1S
(2:259:28)	yawomFA	 N	LEM:yawom|ROOT:ywm|M|INDEF|ACC
(2:259:29)	>awo	 CONJ	LEM:>aw
(2:259:30)	baEoDa	 N	LEM:baEoD|ROOT:bED|M|ACC
(2:259:31)	yawomK	 N	LEM:yawom|ROOT:ywm|M|INDEF|GEN
(2:259:32)	qaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:259:33)	bal	 RET	LEM:bal
(2:259:34)	l~abivota	 V	PERF|LEM:labiva|ROOT:lbv|2MS
(2:259:35)	miA@}apa	 N	LEM:miA}ap|ROOT:mAy|F|ACC
(2:259:36)	EaAmK	 N	LEM:EaAm|ROOT:Ewm|M|INDEF|GEN
(2:259:37)	fa{nZuro	 V	IMPV|LEM:n~aZara|ROOT:nZr|2MS
(2:259:38)	<ilaY`	 P	LEM:<ilaY`
(2:259:39)	TaEaAmika	 N	LEM:TaEaAm|ROOT:TEm|M|GEN
(2:259:40)	wa$araAbika	 N	LEM:$araAb|ROOT:$rb|M|GEN
(2:259:41)	lamo	 NEG	LEM:lam
(2:259:42)	yatasan~aho	 V	IMPF|(V)|LEM:yatasan~aho|ROOT:snh|3MS|MOOD:JUS
(2:259:43)	wa{nZuro	 V	IMPV|LEM:n~aZara|ROOT:nZr|2MS
(2:259:44)	<ilaY`	 P	LEM:<ilaY`
(2:259:45)	HimaArika	 N	LEM:HimaAr|ROOT:Hmr|M|GEN
(2:259:46)	walinajoEalaka	 V	IMPF|LEM:jaEala|ROOT:jEl|1P|MOOD:SUBJ
(2:259:47)	'aAyapF	 N	LEM:'aAyap|ROOT:Ayy|FS|INDEF|ACC
(2:259:48)	l~iln~aAsi	 N	LEM:n~aAs|ROOT:nws|MP|GEN
(2:259:49)	wa{nZuro	 V	IMPV|LEM:n~aZara|ROOT:nZr|2MS
(2:259:50)	<ilaY	 P	LEM:<ilaY`
(2:259:51)	{loEiZaAmi	 N	LEM:EaZiym|ROOT:EZm|MP|GEN
(2:259:52)	kayofa	 INTG	LEM:kayof|ROOT:kyf
(2:259:53)	nun$izuhaA	 V	IMPF|(IV)|LEM:nun$izu|ROOT:n$z|1P
(2:259:54)	vum~a	 CONJ	LEM:vum~
(2:259:55)	nakosuwhaA	 V	IMPF|LEM:kasawo|ROOT:ksw|1P
(2:259:56)	laHomFA	 N	LEM:laHom|ROOT:lHm|M|INDEF|ACC
(2:259:57)	falam~aA	 T	LEM:lam~aA
(2:259:58)	tabay~ana	 V	PERF|(V)|LEM:tabay~ana|ROOT:byn|3MS
(2:259:59)	lahu,	 PRON	3MS
(2:259:60)	qaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:259:61)	>aEolamu	 V	IMPF|LEM:Ealima|ROOT:Elm|1S
(2:259:62)	>an~a	 ACC	LEM:>an~|SP:<in~
(2:259:63)	{ll~aha	 PN	LEM:{ll~ah|ROOT:Alh|ACC
(2:259:64)	EalaY`	 P	LEM:EalaY`
(2:259:65)	kul~i	 N	LEM:kul~|ROOT:kll|M|GEN
(2:259:66)	$aYo'K	 N	LEM:$aYo'|ROOT:$yA|M|INDEF|GEN
(2:259:67)	qadiyrN	 N	LEM:qadiyr|ROOT:qdr|M|INDEF|NOM
(2:260:1)	wa<i*o	T	LEM:<i*
(2:260:2)	qaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:260:3)	<ibora`hi.mu	 PN	LEM:<iboraAhiym|M|NOM
(2:260:4)	rab~i	 N	LEM:rab~|ROOT:rbb|M|ACC
(2:260:5)	>ariniY	 V	IMPV|(IV)|LEM:>arayo|ROOT:rAy|2MS
(2:260:6)	kayofa	 INTG	LEM:kayof|ROOT:kyf
(2:260:7)	tuHoYi	 V	IMPF|(IV)|LEM:>aHoyaA|ROOT:Hyy|2MS
(2:260:8)	{lomawotaY`	 N	LEM:m~ay~it|ROOT:mwt|P|NOM
(2:260:9)	qaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:260:10)	>awalamo	 NEG	LEM:lam
(2:260:11)	tu&omin	 V	IMPF|(IV)|LEM:'aAmana|ROOT:Amn|2MS|MOOD:JUS
(2:260:12)	qaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:260:13)	balaY`	 ANS	LEM:balaY`
(2:260:14)	wala`kin	 AMD	LEM:la`kin
(2:260:15)	l~iyaToma}in~a	 V	IMPF|(XII)|LEM:{Toma>an~a|ROOT:Tmn|3MS|MOOD:SUBJ
(2:260:16)	qalobiY	 N	LEM:qalob|ROOT:qlb|FS|NOM
(2:260:17)	qaAla	 V	PERF|LEM:qaAla|ROOT:qwl|3MS
(2:260:18)	faxu*o	 V	IMPV|LEM:>axa*a|ROOT:Ax*|2MS
(2:260:19)	>arobaEapF	 N	LEM:>arobaEap|ROOT:rbE|F|INDEF|ACC
(2:260:20)	m~ina	 P	LEM:min
(2:260:21)	{lT~ayori	 N	LEM:Tayor|ROOT:Tyr|M|GEN
(2:260:22)	faSurohun~a	 V	IMPV|LEM:Suro|ROOT:Swr|2MS
(2:260:23)	<ilayoka	 P	LEM:<ilaY`
(2:260:24)	vum~a	 CONJ	LEM:vum~
(2:260:25)	{joEalo	 V	IMPV|LEM:jaEala|ROOT:jEl|2MS
(2:260:26)	EalaY`	 P	LEM:EalaY`
(2:260:27)	kul~i	 N	LEM:kul~|ROOT:kll|M|GEN
(2:260:28)	jabalK	 N	LEM:jabal|ROOT:jbl|M|INDEF|GEN
(2:260:29)	m~inohun~a	 P	LEM:min
(2:260:30)	juzo'FA	 N	LEM:juzo'|ROOT:jzA|M|INDEF|ACC
(2:260:31)	vum~a	 CONJ	LEM:vum~
(2:260:32)	{doEuhun~a	 V	IMPV|LEM:daEaA|ROOT:dEw|2MS
(2:260:33)	ya>otiynaka	 V	IMPF|LEM:>ataY|ROOT:Aty|3FP
(2:260:34)	saEoyFA	 N	LEM:saEoy|ROOT:sEy|M|INDEF|ACC
(2:260:35)	wa{Eolamo	 V	IMPV|LEM:Ealima|ROOT:Elm|2MS
(2:260:36)	>an~a	 ACC	LEM:>an~|SP:<in~
(2:260:37)	{ll~aha	 PN	LEM:{ll~ah|ROOT:Alh|ACC
(2:260:38)	EaziyzN	 N	LEM:Eaziyz|ROOT:Ezz|MS|INDEF|NOM
(2:260:39)	HakiymN	 ADJ	LEM:Hakiym|ROOT:Hkm|MS|INDEF|NOM
(2:261:1)	m~avalu	N	LEM:maval|ROOT:mvl|M|NOM
(2:261:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(2:261:3)	yunfiquwna	 V	IMPF|(IV)|LEM:>anfaqa|ROOT:nfq|3MP
(2:261:4)	>amowa`lahumo	 N	LEM:maAl|ROOT:mwl|MP|ACC
(2:261:5)	fiY	 P	LEM:fiY
(2:261:6)	sabiyli	 N	LEM:sabiyl|ROOT:sbl|M|GEN
(2:261:7)	{ll~ahi	 PN	LEM:{ll~ah|ROOT:Alh|GEN
(2:261:8)	kamavali	 N	LEM:maval|ROOT:mvl|M|GEN
(2:261:9)	Hab~apK	 N	LEM:Hab~ap|ROOT:Hbb|F|INDEF|GEN
(2:261:10)	>an[batato	 V	PERF|(IV)|LEM:>an[bata|ROOT:nbt|3FS
(2:261:11)	saboEa	 N	LEM:saboE|ROOT:sbE|M|ACC
(2:261:12)	sanaAbila	 N	LEM:sunbulap|ROOT:snbl|MP|GEN
(2:261:13)	fiY	 P	LEM:fiY
(2:261:14)	kul~i	 N	LEM:kul~|ROOT:kll|M|GEN
(2:261:15)	sun[bulapK	 N	LEM:sunbulap|ROOT:snbl|F|INDEF|GEN
(2:261:16)	m~iA@}apu	 N	LEM:miA}ap|ROOT:mAy|F|NOM
(2:261:17)	Hab~apK	 N	LEM:Hab~ap|ROOT:Hbb|F|INDEF|GEN
(2:261:18)	wa{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(2:261:19)	yuDa`Eifu	 V	IMPF|(III)|LEM:yuDa`Eifu|ROOT:DEf|3MS
(2:261:20)	liman	 REL	LEM:man
(2:261:21)	ya$aA^'u	 V	IMPF|LEM:$aA^'a|ROOT:$yA|3MS
(2:261:22)	wa{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(2:261:23)	wa`siEN	 N	ACT|PCPL|LEM:wa`siE|ROOT:wsE|M|INDEF|NOM
(2:261:24)	EaliymN	 ADJ	LEM:Ealiym|ROOT:Elm|MS|INDEF|NOM
(2:262:1)	{l~a*iyna	REL	LEM:{l~a*iY|MP
(2:262:2)	yunfiquwna	 V	IMPF|(IV)|LEM:>anfaqa|ROOT:nfq|3MP
(2:262:3)	>amowa`lahumo	 N	LEM:maAl|ROOT:mwl|MP|ACC
(2:262:4)	fiY	 P	LEM:fiY
(2:262:5)	sabiyli	 N	LEM:sabiyl|ROOT:sbl|M|GEN
(2:262:6)	{ll~ahi	 PN	LEM:{ll~ah|ROOT:Alh|GEN
(2:262:7)	vum~a	 CONJ	LEM:vum~
(2:262:8)	laA	 NEG	LEM:laA
(2:262:9)	yutobiEuwna	 V	IMPF|(IV)|LEM:>atobaEa|ROOT:tbE|3MP
(2:262:10)	maA^	 REL	LEM:maA
(2:262:11)	>anfaquwA@	 V	PERF|(IV)|LEM:>anfaqa|ROOT:nfq|3MP
(2:262:12)	man~FA	 N	LEM:man~|ROOT:mnn|M|INDEF|ACC
(2:262:13)	walaA^	 NEG	LEM:laA
(2:262:14)	>a*FY	 N	LEM:>a*FY|ROOT:A*y|M|INDEF|ACC
(2:262:15)	l~ahumo	 PRON	3MP
(2:262:16)	>ajoruhumo	 N	LEM:>ajor|ROOT:Ajr|M|NOM
(2:262:17)	Einda	 LOC	LEM:Eind|ROOT:End|ACC
(2:262:18)	rab~ihimo	 N	LEM:rab~|ROOT:rbb|M|GEN
(2:262:19)	walaA	 NEG	LEM:laA
(2:262:20)	xawofN	 N	LEM:xawof|ROOT:xwf|M|INDEF|NOM
(2:262:21)	Ealayohimo	 P	LEM:EalaY`
(2:262:22)	walaA	 NEG	LEM:laA
(2:262:23)	humo	 PRON	3MP
(2:262:24)	yaHozanuwna	 V	IMPF|LEM:yaHozun|ROOT:Hzn|3MP
(2:263:1)	qawolN	N	VN|LEM:qawol|ROOT:qwl|M|INDEF|NOM
(2:263:2)	m~aEoruwfN	 ADJ	PASS|PCPL|LEM:m~aEoruwf|ROOT:Erf|M|INDEF|NOM
(2:263:3)	wamagofirapN	 N	LEM:m~agofirap|ROOT:gfr|F|INDEF|NOM
(2:263:4)	xayorN	 N	LEM:xayor|ROOT:xyr|MS|INDEF|NOM
(2:263:5)	m~in	 P	LEM:min
(2:263:6)	SadaqapK	 N	LEM:Sadaqap|ROOT:Sdq|F|INDEF|GEN
(2:263:7)	yatobaEuhaA^	 V	IMPF|LEM:tabiEa|ROOT:tbE|3MS
(2:263:8)	>a*FY	 N	LEM:>a*FY|ROOT:A*y|M|INDEF|NOM
(2:263:9)	wa{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(2:263:10)	ganiY~N	 N	LEM:ganiY~|ROOT:gny|MS|INDEF|NOM
(2:263:11)	HaliymN	 ADJ	LEM:Haliym|ROOT:Hlm|MS|INDEF|NOM
(2:264:1)	ya`^>ay~uhaA	N	LEM:>ay~uhaA|NOM
(2:264:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(2:264:3)	'aAmanuwA@	 V	PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(2:264:4)	laA	 PRO	LEM:laA
(2:264:5)	tuboTiluwA@	 V	IMPF|(IV)|LEM:yuboTila|ROOT:bTl|2MP|MOOD:JUS
(2:264:6)	Sadaqa`tikum	 N	LEM:Sadaqa`t|ROOT:Sdq|FP|ACC
(2:264:7)	bi{loman~i	 N	LEM:man~|ROOT:mnn|M|GEN
(2:264:8)	wa{lo>a*aY`	 N	LEM:>a*FY|ROOT:A*y|M|GEN
(2:264:9)	ka{l~a*iY	 REL	LEM:{l~a*iY|MS
(2:264:10)	yunfiqu	 V	IMPF|(IV)|LEM:>anfaqa|ROOT:nfq|3MS
(2:264:11)	maAlahu,	 N	LEM:maAl|ROOT:mwl|M|ACC
(2:264:12)	ri}aA^'a	 N	VN|(III)|LEM:ri}aA^'|ROOT:rAy|M|ACC
(2:264:13)	{ln~aAsi	 N	LEM:n~aAs|ROOT:nws|MP|GEN
(2:264:14)	walaA	 NEG	LEM:laA
(2:264:15)	yu&ominu	 V	IMPF|(IV)|LEM:'aAmana|ROOT:Amn|3MS
(2:264:16)	bi{ll~ahi	 PN	LEM:{ll~ah|ROOT:Alh|GEN
(2:264:17)	wa{loyawomi	 N	LEM:yawom|ROOT:ywm|M|GEN
(2:264:18)	{lo'aAxiri	 ADJ	LEM:A^xir|ROOT:Axr|MS|GEN
(2:264:19)	famavaluhu,	 N	LEM:maval|ROOT:mvl|M|NOM
(2:264:20)	kamavali	 N	LEM:maval|ROOT:mvl|M|GEN
(2:264:21)	SafowaAnK	 N	LEM:SafowaAn|ROOT:Sfw|M|INDEF|GEN
(2:264:22)	Ealayohi	 P	LEM:EalaY`
(2:264:23)	turaAbN	 N	LEM:turaAb|ROOT:trb|M|INDEF|NOM
(2:264:24)	fa>aSaAbahu,	 V	PERF|(IV)|LEM:>aSaAba|ROOT:Swb|3MS
(2:264:25)	waAbilN	 N	LEM:waAbil|ROOT:wbl|M|INDEF|NOM
(2:264:26)	fatarakahu,	 V	PERF|LEM:taraka|ROOT:trk|3MS
(2:264:27)	SalodFA	 N	LEM:Salod|ROOT:Sld|M|INDEF|ACC
(2:264:28)	l~aA	 NEG	LEM:laA
(2:264:29)	yaqodiruwna	 V	IMPF|LEM:qadara|ROOT:qdr|3MP
(2:264:30)	EalaY`	 P	LEM:EalaY`
(2:264:31)	$aYo'K	 N	LEM:$aYo'|ROOT:$yA|M|INDEF|GEN
(2:264:32)	m~im~aA	 P	LEM:min
(2:264:33)	kasabuwA@	 V	PERF|LEM:kasaba|ROOT:ksb|3MP
(2:264:34)	wa{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(2:264:35)	laA	 NEG	LEM:laA
(2:264:36)	yahodiY	 V	IMPF|LEM:hadaY|ROOT:hdy|3MS
(2:264:37)	{loqawoma	 N	LEM:qawom|ROOT:qwm|M|ACC
(2:264:38)	{loka`firiyna	 ADJ	ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|ACC
(2:265:1)	wamavalu	N	LEM:maval|ROOT:mvl|M|NOM
(2:265:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(2:265:3)	yunfiquwna	 V	IMPF|(IV)|LEM:>anfaqa|ROOT:nfq|3MP
(2:265:4)	>amowa`lahumu	 N	LEM:maAl|ROOT:mwl|MP|ACC
(2:265:5)	{botigaA^'a	 N	VN|(VIII)|LEM:{botigaA^'|ROOT:bgy|M|ACC
(2:265:6)	maroDaAti	 N	VN|LEM:maroDaAt|ROOT:rDw|FS|GEN
(2:265:7)	{ll~ahi	 PN	LEM:{ll~ah|ROOT:Alh|GEN
(2:265:8)	watavobiytFA	 N	VN|(II)|LEM:tavobiyt|ROOT:vbt|M|INDEF|ACC
(2:265:9)	m~ino	 P	LEM:min
(2:265:10)	>anfusihimo	 N	LEM:nafos|ROOT:nfs|FP|GEN
(2:265:11)	kamavali	 N	LEM:maval|ROOT:mvl|M|GEN
(2:265:12)	jan~apK]	 N	LEM:jan~ap|ROOT:jnn|F|INDEF|GEN
(2:265:13)	birabowapK	 N	LEM:rabowap|ROOT:rbw|F|INDEF|GEN
(2:265:14)	>aSaAbahaA	 V	PERF|(IV)|LEM:>aSaAba|ROOT:Swb|3MS
(2:265:15)	waAbilN	 N	LEM:waAbil|ROOT:wbl|M|INDEF|NOM
(2:265:16)	fa_#aAtato	 V	PERF|(IV)|LEM:A^taY|ROOT:Aty|3FS
(2:265:17)	>ukulahaA	 N	LEM:>ukul|ROOT:Akl|M|ACC
(2:265:18)	DiEofayoni	 N	LEM:DiEof|ROOT:DEf|MD|ACC
(2:265:19)	fa<in	 COND	LEM:<in
(2:265:20)	l~amo	 NEG	LEM:lam
(2:265:21)	yuSibohaA	 V	IMPF|(IV)|LEM:>aSaAba|ROOT:Swb|3MS|MOOD:JUS
(2:265:22)	waAbilN	 N	LEM:waAbil|ROOT:wbl|M|INDEF|NOM
(2:265:23)	faTal~N	 N	LEM:Tal~|ROOT:Tll|M|INDEF|NOM
(2:265:24)	wa{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(2:265:25)	bimaA	 REL	LEM:maA
(2:265:26)	taEomaluwna	 V	IMPF|LEM:Eamila|ROOT:Eml|2MP
(2:265:27)	baSiyrN	 N	LEM:baSiyr|ROOT:bSr|MS|INDEF|NOM
(2:266:1)	>ayawad~u	V	IMPF|LEM:wad~a|ROOT:wdd|3MS
(2:266:2)	>aHadukumo	 N	LEM:>aHad|ROOT:AHd|M|NOM
(2:266:3)	>an	 SUB	LEM:>an
(2:266:4)	takuwna	 V	IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|3FS|MOOD:SUBJ
(2:266:5)	lahu,	 PRON	3MS
(2:266:6)	jan~apN	 N	LEM:jan~ap|ROOT:jnn|F|INDEF|NOM
(2:266:7)	m~in	 P	LEM:min
(2:266:8)	n~axiylK	 N	LEM:n~axiyl|ROOT:nxl|MP|INDEF|GEN
(2:266:9)	wa>aEonaAbK	 N	LEM:Einab|ROOT:Enb|MP|INDEF|GEN
(2:266:10)	tajoriY	 V	IMPF|LEM:jarayo|ROOT:jry|3FS
(2:266:11)	min	 P	LEM:min
(2:266:12)	taHotihaA	 N	LEM:taHot|ROOT:tHt|GEN
(2:266:13)	{lo>anoha`ru	 N	LEM:nahar|ROOT:nhr|MP|NOM
(2:266:14)	lahu,	 PRON	3MS
(2:266:15)	fiyhaA	 P	LEM:fiY
(2:266:16)	min	 P	LEM:min
(2:266:17)	kul~i	 N	LEM:kul~|ROOT:kll|M|GEN
(2:266:18)	{lv~amara`ti	 N	LEM:vamara`t|ROOT:vmr|FP|GEN
(2:266:19)	wa>aSaAbahu	 V	PERF|(IV)|LEM:>aSaAba|ROOT:Swb|3MS
(2:266:20)	{lokibaru	 N	LEM:kibar|ROOT:kbr|M|NOM
(2:266:21)	walahu,	 PRON	3MS
(2:266:22)	*ur~iy~apN	 N	LEM:*ur~iy~ap|ROOT:*rr|M|INDEF|NOM
(2:266:23)	DuEafaA^'u	 ADJ	LEM:DaEiyf|ROOT:DEf|MP|NOM
(2:266:24)	fa>aSaAbahaA^	 V	PERF|(IV)|LEM:>aSaAba|ROOT:Swb|3MS
(2:266:25)	<iEoSaArN	 N	VN|(IV)|LEM:<iEoSaAr|ROOT:ESr|M|INDEF|NOM
(2:266:26)	fiyhi	 P	LEM:fiY
(2:266:27)	naArN	 N	LEM:naAr|ROOT:nwr|F|INDEF|NOM
(2:266:28)	fa{Hotaraqato	 V	PERF|(VIII)|LEM:{Hotaraqato|ROOT:Hrq|3FS
(2:266:29)	ka*a`lika	 DEM	LEM:*a`lik|MS
(2:266:30)	yubay~inu	 V	IMPF|(II)|LEM:bay~anu|ROOT:byn|3MS
(2:266:31)	{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(2:266:32)	lakumu	 PRON	2MP
(2:266:33)	{lo'aAya`ti	 N	LEM:'aAyap|ROOT:Ayy|FP|ACC
(2:266:34)	laEal~akumo	 ACC	LEM:laEal~|SP:<in~
(2:266:35)	tatafak~aruwna	 V	IMPF|(V)|LEM:yatafak~aru|ROOT:fkr|2MP
(2:267:1)	ya`^>ay~uhaA	N	LEM:>ay~uhaA|NOM
(2:267:2)	{l~a*iyna	 REL	LEM:{l~a*iY|MP
(2:267:3)	'aAmanuw^A@	 V	PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(2:267:4)	>anfiquwA@	 V	IMPV|(IV)|LEM:>anfaqa|ROOT:nfq|2MP
(2:267:5)	min	 P	LEM:min
(2:267:6)	Tay~iba`ti	 N	LEM:Tay~iba`t|ROOT:Tyb|FP|GEN
(2:267:7)	maA	 REL	LEM:maA
(2:267:8)	kasabotumo	 V	PERF|LEM:kasaba|ROOT:ksb|2MP
(2:267:9)	wamim~aA^	 P	LEM:min
(2:267:10)	>axorajonaA	 V	PERF|(IV)|LEM:>axoraja|ROOT:xrj|1P
(2:267:11)	lakum	 PRON	2MP
(2:267:12)	m~ina	 P	LEM:min
(2:267:13)	{lo>aroDi	 N	LEM:>aroD|ROOT:ArD|F|GEN
(2:267:14)	walaA	 PRO	LEM:laA
(2:267:15)	tayam~amuwA@	 V	IMPF|(V)|LEM:tayam~amu|ROOT:ymm|2MP|MOOD:JUS
(2:267:16)	{loxabiyva	 N	LEM:xabiyv|ROOT:xbv|MS|ACC
(2:267:17)	minohu	 P	LEM:min
(2:267:18)	tunfiquwna	 V	IMPF|(IV)|LEM:>anfaqa|ROOT:nfq|2MP
(2:267:19)	walasotum	 V	PERF|LEM:l~ayosa|ROOT:lys|SP:kaAn|2MP
(2:267:20)	bi_#aAxi*iyhi	 N	ACT|PCPL|LEM:A^xi*|ROOT:Ax*|MP|GEN
(2:267:21)	<il~aA^	 CERT	LEM:<il~aA
(2:267:22)	>an	 SUB	LEM:>an
(2:267:23)	tugomiDuwA@	 V	IMPF|(IV)|LEM:tugomiDu|ROOT:gmD|2MP|MOOD:SUBJ
(2:267:24)	fiyhi	 P	LEM:fiY
(2:267:25)	wa{Eolamuw^A@	 V	IMPV|LEM:Ealima|ROOT:Elm|2MP
(2:267:26)	>an~a	 ACC	LEM:>an~|SP:<in~
(2:267:27)	{ll~aha	 PN	LEM:{ll~ah|ROOT:Alh|ACC
(2:267:28)	ganiY~N	 N	LEM:ganiY~|ROOT:gny|MS|INDEF|NOM
(2:267:29)	HamiydN	 ADJ	LEM:Hamiyd|ROOT:Hmd|MS|INDEF|NOM
(2:268:1)	{l$~ayoTa`nu	PN	LEM:$ayoTa`n|ROOT:$Tn|M|NOM
(2:268:2)	yaEidukumu	 V	IMPF|LEM:waEada|ROOT:wEd|3MS
(2:268:3)	{lofaqora	 N	LEM:faqor|ROOT:fqr|M|ACC
(2:268:4)	waya>omurukum	 V	IMPF|LEM:>amara|ROOT:Amr|3MS
(2:268:5)	bi{lofaHo$aA^'i	 N	LEM:faHo$aA^'|ROOT:fH$|FS|GEN
(2:268:6)	wa{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(2:268:7)	yaEidukum	 V	IMPF|LEM:waEada|ROOT:wEd|3MS
(2:268:8)	m~agofirapF	 N	LEM:m~agofirap|ROOT:gfr|F|INDEF|ACC
(2:268:9)	m~inohu	 P	LEM:min
(2:268:10)	wafaDolFA	 N	LEM:faDol|ROOT:fDl|M|INDEF|ACC
(2:268:11)	wa{ll~ahu	 PN	LEM:{ll~ah|ROOT:Alh|NOM
(2:268:12)	wa`siEN	 N	ACT|PCPL|LEM:wa`siE|ROOT:wsE|M|INDEF|NOM
(2:268:13)	EaliymN	 ADJ	LEM:Ealiym|ROOT:Elm|MS|INDEF|NOM
(2:269:1)	yu&otiY	V	IMPF|(IV)|LEM:A^taY|ROOT:Aty|3MS
(2:269:2)	{loHikomapa	 N	LEM:Hikomap|ROOT:Hkm|F|ACC
(2:269:3)	man	 REL	LEM:man
(2:269:4)	ya$aA^'u	 V	IMPF|LEM:$aA^'a|ROOT:$yA|3MS
(2:269:5)	waman	 COND	LEM:man
(2:269:6)	yu&ota	 V	IMPF|PASS|(IV)|LEM:A^taY|ROOT:Aty|3MS|MOOD:JUS
(2:269:7)	{loHikomapa	 N	LEM:Hikomap|ROOT:Hkm|F|ACC
(2:269:8)	faqado	 CERT	LEM:qad
(2:269:9)	>uwtiYa	 V	PERF|PASS|(IV)|LEM:A^taY|ROOT:Aty|3MS
(2:269:10)	xayorFA	 N	LEM:xayor|ROOT:xyr|MS|INDEF|ACC
(2:269:11)	kaviyrFA	 ADJ	LEM:kaviyr|ROOT:kvr|MS|INDEF|ACC
(2:269:12)	wamaA	 NEG	LEM:maA
(2:269:13)	ya*~ak~aru	 V	IMPF|(V)|LEM:ta*ak~ara|ROOT:*kr|3MS
(2:269:14)	<il~aA^	 RES	LEM:<il~aA
(2:269:15)	>uw@luwA@	 N	LEM:>uwliY|ROOT:Awl|MP|NOM
(2:269:16)	{lo>aloba`bi	 N	LEM:>aloba`b|ROOT:lbb|MP|GEN
(2:270:1)	wamaA^	COND	LEM:maA
(2:270:2)	>anfaqotum	 V	PERF|(IV)|LEM:>anfaqa|ROOT:nfq|2MP
(2:270:3)	m~in	 P	LEM:min
(2:270:4)	n~afaqapK	 N	LEM:nafaqap|ROOT:nfq|F|INDEF|GEN
(2:270:5)	>awo	 CONJ	LEM:>aw
(2:270:6)	na*arotum	 V	PERF|LEM:na*aro|ROOT:n*r|2MP
(2:270:7)	m~in	 P	LEM:min
(2:270:8)	n~a*orK	 N	LEM:n~a*or|ROOT:n*r|M|INDEF|GEN
(2:270:9)	fa<in~a	 ACC	LEM:<in~|SP:<in~
(2:270:10)	{ll~aha	 PN	LEM:{ll~ah|ROOT:Alh|ACC
(2:270:11)	yaEolamuhu,	 V	IMPF|LEM:Ealima|ROOT:Elm|3MS
(2:270:12)	wamaA	 NEG	LEM:maA
(2:270:13)	lilZ~a`limiyna	 N	ACT|PCPL|LEM:ZaAlim|ROOT:Zlm|MP|GEN
(2:270:14)	mino	 P	LEM:min
